spatial_element,psychological_perception,behavioral_motivation,relation_type,image_id,behavioral_motivation_standardized
buildings,sense of enclosure,movement within space,neutral,202212_113.9622251_22.525877099999995.png,navigate through space
trees,sense of nature,movement within space,positive,202212_113.9622251_22.525877099999995.png,navigate through space
intersection,sense of openness,exploration,positive,202212_113.9620692_22.54229159999999.png,exploration
buildings,urban density,movement,neutral,202212_113.9620692_22.54229159999999.png,unrestricted movement
pathways,safety and accessibility,walking,positive,202212_113.9620692_22.54229159999999.png,unrestricted movement
road,connectivity,traveling,positive,202212_113.9620692_22.54229159999999.png,engagement with environment
street,sense of exploration,encouraged to explore,positive,202212_113.96385619829_22.528218699192326.png,incentivizes exploration
cars,perceived limitations,restricted movement,negative,202212_113.96385619829_22.528218699192326.png,diminished engagement
infrastructure,feeling of confinement,hesitation to move freely,negative,202212_113.96385619829_22.528218699192326.png,reluctance to navigate
landscape,sense of openness,exploration,positive,202212_113.9657473_22.531024799999994.png,exploration
streets,connectedness,movement,positive,202212_113.9657473_22.531024799999994.png,unrestricted movement
buildings,impression of space,navigation,positive,202212_113.9657473_22.531024799999994.png,navigating through spaces
fencing,limited freedom,restricted movement,negative,202212_113.9673397_22.5402911.png,diminished engagement
sidewalks,constrained exploration,following a path,negative,202212_113.9673397_22.5402911.png,designated movement
bridge,sense of connection,crossing over,neutral,202212_113.9673397_22.5402911.png,increased travel
road,lack of vastness,limited direction choice,negative,202212_113.9673397_22.5402911.png,limited directions
street,sense of scale,exploration,positive,202212_113.9694544_22.528250199999995.png,exploration
traffic,sense of confinement,restricted movement,negative,202212_113.9694544_22.528250199999995.png,diminished engagement
sky,feeling of openness,unrestricted movement,positive,202212_113.9694544_22.528250199999995.png,exploring along the path
infrastructure,limited exploration,hesitation,negative,202212_113.9694544_22.528250199999995.png,hesitation
buildings,sense of enclosure,avoidance,negative,202212_113.9694544_22.528250199999995.png,avoidance of venturing
roads,moderate representation,navigation,neutral,202212_113.9699617_22.5669829.png,navigating through spaces
pathways,potential for exploration,exploration,positive,202212_113.9699617_22.5669829.png,exploration
traffic,implicit boundaries,caution,negative,202212_113.9699617_22.5669829.png,reluctance to navigate
infrastructure,organized environment,movement,neutral,202212_113.9699617_22.5669829.png,unrestricted movement
vehicles,limited exploration,avoidance,negative,202212_113.9699617_22.5669829.png,avoidance of venturing
road,sense of openness,exploring further,positive,202212_113.9707424_22.556888399999995.png,exploration desire
green spaces,feeling of freedom,movement within urban context,positive,202212_113.9707424_22.556888399999995.png,movement about
buildings,defined boundaries,limited exploration,negative,202212_113.9707424_22.556888399999995.png,limited exploration
roads,sense of openness,exploration,positive,202212_113.9777356_22.525999399999996.png,exploration
pathways,clarity and organization,movement,positive,202212_113.9777356_22.525999399999996.png,unrestricted movement
landscape,awe and curiosity,discovery,positive,202212_113.9777356_22.525999399999996.png,exploration of environment
structures,balance between built and natural,engagement,positive,202212_113.9777356_22.525999399999996.png,engagement in shopping
spaces,freedom of movement,exploration,positive,202212_113.9777356_22.525999399999996.png,exploration
path,limited exploration,hesitation to explore,negative,202212_113.9763109_22.537413099999995.png,exploratory hesitation
greenery,some openness,curiosity to explore,neutral,202212_113.9763109_22.537413099999995.png,promotes curiosity
roads,constrained space,avoidance of exploration,negative,202212_113.9763109_22.537413099999995.png,discourage exploration
buildings,enclosed feeling,reduced willingness to explore,negative,202212_113.9763109_22.537413099999995.png,lack of engagement
intersection,moderate openness,exploration,neutral,202212_113.9776265_22.5282479.png,exploration
sidewalks,limited exploration,hesitation,negative,202212_113.9776265_22.5282479.png,hesitation
fencing,restricted view,avoidance,negative,202212_113.9776265_22.5282479.png,avoidance of venturing
tree,sense of enclosure,withdrawal,negative,202212_113.9776265_22.5282479.png,restricted feeling of scope
skyscrapers,hint of vastness,curiosity,positive,202212_113.9776265_22.5282479.png,promotes interaction
road,focus on immediate surroundings,navigation,neutral,202212_113.9776265_22.5282479.png,navigating through spaces
sidewalk,ample space for exploration,encourages exploration,positive,202212_113.9781346_22.541591999999998.png,promotes interaction
road,possibilities for movement,invites discovery,positive,202212_113.9781346_22.541591999999998.png,encouragement to discover
trees,framed view,limits immediate perspective,negative,202212_113.9781346_22.541591999999998.png,limitation of view
road,restricted exploration,confined movement,negative,202212_113.97205731173776_22.525946144985248.png,feeling of confinement
barriers,limited freedom,hesitant navigation,negative,202212_113.97205731173776_22.525946144985248.png,cautious engagement
sidewalks,structured paths,directed walking,neutral,202212_113.97205731173776_22.525946144985248.png,exploring pathways
infrastructure,urban confinement,restricted exploration,negative,202212_113.97205731173776_22.525946144985248.png,reduction of movement
road,sense of limitation,restrict exploration,negative,202212_113.9784782_22.546958099999998.png,limited engagement
greenery,feeling of openness,encourage exploration,positive,202212_113.9784782_22.546958099999998.png,encourage exploration
signs,sense of direction,promote navigation,positive,202212_113.9784782_22.546958099999998.png,guides navigation
highway,limited exploration,restricted movement,negative,202212_113.9796876_22.550089899999996.png,diminished engagement
buildings,sense of scale,potential for exploration,neutral,202212_113.9796876_22.550089899999996.png,exploration of environment
road,constrained freedom,vehicular transit,negative,202212_113.9796876_22.550089899999996.png,navigation issues
highway,sense of scale,encourages exploration,positive,202212_113.983475_22.5611423.png,promotes interaction
buildings,urban context,implies movement,neutral,202212_113.983475_22.5611423.png,implies movement
road,sense of openness,exploration,positive,202212_113.9847278_22.5463916.png,exploration
trees,calming effect,relaxation,positive,202212_113.9847278_22.5463916.png,seeking respite
buildings,urban excitement,engagement,positive,202212_113.9847278_22.5463916.png,engagement in shopping
road,feeling of movement,exploration,positive,202212_113.9864589_22.5384042.png,exploration
trees,sense of openness,discovery,positive,202212_113.9864589_22.5384042.png,exploration of environment
buildings,modernity,attraction,positive,202212_113.9864589_22.5384042.png,inspires curiosity
road,limited exploration,walking along the path,negative,202212_113.9874362_22.5298992.png,directed travel
buildings,urban environment,observing surroundings,positive,202212_113.9874362_22.5298992.png,awareness of surroundings
trees,sense of nature,seeking shade,positive,202212_113.9874362_22.5298992.png,increased comfort
buildings,sense of breadth,exploring freely,positive,202212_113.9878482_22.594933299999997.png,exploring diverse directions
traffic,limited perception of space,hesitation to explore,negative,202212_113.9878482_22.594933299999997.png,exploratory hesitation
barriers,implied boundaries,restricted movement,negative,202212_113.9878482_22.594933299999997.png,diminished engagement
street,defined pathways,following routes,neutral,202212_113.9878482_22.594933299999997.png,routes for movement
greenery,inviting atmosphere,engaging with nature,positive,202212_113.9878482_22.594933299999997.png,exploring the environment
road,sense of exploration,encourages movement,positive,202212_113.99163940000001_22.541493000000003.png,promotes interaction
buildings,feeling of safety,promotes navigation,positive,202212_113.99163940000001_22.541493000000003.png,encourages movement
trees,aesthetic enjoyment,invites leisure activities,positive,202212_113.99163940000001_22.541493000000003.png,enhances environment
paths,clarity in movement,facilitates exploration,positive,202212_113.99163940000001_22.541493000000003.png,encourages venturing out
crossing,awareness of safety,encourages crossing,positive,202212_113.99163940000001_22.541493000000003.png,inspires curiosity
road,sense of exploration,encourages movement,positive,202212_113.99079950000001_22.530676999999994.png,promotes interaction
flyover,urban scale awareness,promotes curiosity,positive,202212_113.99079950000001_22.530676999999994.png,promotes interaction
buildings,feeling of boundaries,limits exploration,negative,202212_113.99079950000001_22.530676999999994.png,limit mobility
curbs,sense of restriction,discourages movement,negative,202212_113.99079950000001_22.530676999999994.png,discourages wandering
traffic,sense of danger,caution in movement,negative,202212_113.99079950000001_22.530676999999994.png,cautious engagement
roads,sense of exploration,movement in various directions,positive,202212_113.992758_22.535601.png,explore multiple directions
lanes,sense of openness,encouragement to navigate,positive,202212_113.992758_22.535601.png,invites engagement
flyover,broad perspective,increased mobility,positive,202212_113.992758_22.535601.png,enhanced interest
signs,guidance and clarity,following directions,positive,202212_113.992758_22.535601.png,adherence to design
landscape,sense of vastness,exploration of surroundings,positive,202212_113.992758_22.535601.png,exploration of environment
street,sense of size,potential for movement,positive,202212_113.99192240405_22.53970759280385.png,increased activity
lanes,possibility for exploration,exploration along the road,positive,202212_113.99192240405_22.53970759280385.png,following defined paths
sidewalks,limited exploration,restricted movement,negative,202212_113.99192240405_22.53970759280385.png,diminished engagement
surroundings,lack of vastness,feeling confined,negative,202212_113.99192240405_22.53970759280385.png,limited engagement
street,sense of openness,exploration,positive,202212_113.9877001_22.541408800000003.png,exploration
median,large urban context,connectedness,positive,202212_113.9877001_22.541408800000003.png,seeking natural spaces
fences,restricted access,hesitation to explore,negative,202212_113.9877001_22.541408800000003.png,exploratory hesitation
pedestrian access,bounded exploration,limited movement,negative,202212_113.9877001_22.541408800000003.png,diminished engagement
roads,sense of breadth,exploration,neutral,202212_113.9934075_22.5302353.png,exploration
buildings,limited exploration,avoidance of traffic,negative,202212_113.9934075_22.5302353.png,careful navigation
sky,open area,enjoyment of space,positive,202212_113.9934075_22.5302353.png,observing architecture
road,sense of expanse,movement in a linear direction,positive,202212_113.9951153_22.593116599999995.png,designated movement
buildings,feeling of confinement,limited exploration,negative,202212_113.9951153_22.593116599999995.png,limited exploration
greenery,sense of nature,encouraged relaxation,positive,202212_113.9951153_22.593116599999995.png,freedom of movement
sidewalks,sense of restriction,hesitation to explore,negative,202212_113.9951153_22.593116599999995.png,exploratory hesitation
road,sense of openness,exploration,positive,202212_113.997421_22.5492356.png,exploration
buildings,limitations on exploration,restricted movement,negative,202212_113.997421_22.5492356.png,diminished engagement
construction,sense of confinement,hesitation to move,negative,202212_113.997421_22.5492356.png,exploratory hesitation
cars,sense of confinement,limited exploration,negative,202212_114.0005612_22.5402458.png,limited exploration
buildings,urban density,restricted movement,negative,202212_114.0005612_22.5402458.png,diminished engagement
pathway,navigable space,encouraged walking,positive,202212_114.0005612_22.5402458.png,encourages venturing out
greenery,calming effect,desire to linger,positive,202212_114.0005612_22.5402458.png,encourages relaxation
roads,sense of openness,exploration,positive,202212_114.006174_22.5489483.png,exploration
buildings,curiosity,observation,positive,202212_114.006174_22.5489483.png,observe urban layout
greenery,calmness,relaxation,positive,202212_114.006174_22.5489483.png,seeking respite
environment,freedom of movement,exploration,positive,202212_114.006174_22.5489483.png,exploration
roads,moderate scope for exploration,potential for movement,positive,202212_114.0018772_22.597864999999995.png,increased activity
buildings,sense of boundaries,limited exploration,negative,202212_114.0018772_22.597864999999995.png,limited exploration
greenery,visual expanse,encouragement to explore,positive,202212_114.0018772_22.597864999999995.png,promotes interaction
intersection,sense of breadth,navigating the environment,positive,202212_114.003756_22.5330749.png,exploring the environment
pathways,ample space for exploration,exploration and movement,positive,202212_114.003756_22.5330749.png,encouraged exploration
greenery,connection to nature,engaging with the environment,positive,202212_114.003756_22.5330749.png,interaction socially
roads,openness,movement,positive,202212_114.003756_22.5330749.png,unrestricted movement
buildings,sense of possibility,exploration,positive,202212_114.003756_22.5330749.png,exploration
road,sense of potential for exploration,encourages exploration,positive,202212_114.0109223_22.545793100000004.png,promotes interaction
buildings,large-scale environment,invites further exploration,positive,202212_114.0109223_22.545793100000004.png,exploring areas
greenery,expansive feel,promotes wandering,positive,202212_114.0109223_22.545793100000004.png,promotes interaction
road,sense of scope,exploration,positive,202212_114.0100024_22.550471099999996.png,exploration
buildings,urban expanse,movement,positive,202212_114.0100024_22.550471099999996.png,unrestricted movement
buildings,constrained exploration,limited movement,negative,202212_114.0092385_22.547819099999998.png,diminished engagement
roads,lack of vastness,restricted exploration,negative,202212_114.0092385_22.547819099999998.png,reduction of movement
pathways,orderly environment,structured navigation,neutral,202212_114.0092385_22.547819099999998.png,structured navigation
buildings,sense of openness,exploration,positive,202212_114.0212141_22.539334000000004.png,exploration
roads,sense of potential,exploration,positive,202212_114.0212141_22.539334000000004.png,exploration
infrastructure,sense of interconnectedness,navigation,positive,202212_114.0212141_22.539334000000004.png,navigating through spaces
road,sense of openness,exploration,positive,202212_114.0250293_22.545575599999992.png,exploration
greenery,feeling of spaciousness,movement,positive,202212_114.0250293_22.545575599999992.png,unrestricted movement
road,sense of connectivity,crossing the road,positive,202212_114.0287734_22.528464199999995.png,focused movement
sidewalks,limited exploration,hesitation to explore,negative,202212_114.0287734_22.528464199999995.png,exploratory hesitation
buildings,urban density,navigating through the area,neutral,202212_114.0287734_22.528464199999995.png,engagement in commerce
fencing,sense of restriction,avoiding the area,negative,202212_114.0287734_22.528464199999995.png,discourage exploration
bridge,opportunity for crossing,using the bridge,positive,202212_114.0287734_22.528464199999995.png,facilitates crossing
intersection,possibilities for exploration,exploration within the city,positive,202212_114.0326051_22.526367499999996.png,exploration within the city
roads,imposed boundaries,limited physical exploration,negative,202212_114.0326051_22.526367499999996.png,limited physical exploration
buildings,urban landscape,engagement with the environment,neutral,202212_114.0326051_22.526367499999996.png,engages with environment
road,sense of openness,exploring various directions,positive,202212_114.0259265_22.5980184.png,moving in various directions
greenery,feeling of freedom,moving freely,positive,202212_114.0259265_22.5980184.png,unrestricted movement
roads,sense of openness,freedom to move,positive,202212_114.0252357_22.602827799999996.png,desire for freedom
buildings,sense of spaciousness,exploration possibilities,positive,202212_114.0252357_22.602827799999996.png,explore freely
urban setting,imposed boundaries,limited exploration,negative,202212_114.0252357_22.602827799999996.png,limited exploration
roads,sense of movement,exploration,positive,202212_114.03322900000002_22.5227111.png,exploration
sidewalks,sense of safety,walking,positive,202212_114.03322900000002_22.5227111.png,unrestricted movement
landscape,sense of scale,navigation,positive,202212_114.03322900000002_22.5227111.png,navigating through spaces
grid,sense of potential,exploration,positive,202212_114.03322900000002_22.5227111.png,exploration
sidewalks,moderate exploration,limited movement,negative,202212_114.0402002_22.618895599999995.png,diminished engagement
buildings,perceived boundaries,restricted exploration,negative,202212_114.0402002_22.618895599999995.png,reduction of movement
roads,functional urban thoroughfare,directed movement,neutral,202212_114.0402002_22.618895599999995.png,designated navigation
sidewalks,limited exploration,move along street,negative,202212_114.0464825_22.604190899999995.png,movement along pathways
buildings,restricted boundaries,avoid exploration,negative,202212_114.0464825_22.604190899999995.png,prevents exploration
fences,sense of confinement,hesitate to explore,negative,202212_114.0464825_22.604190899999995.png,reluctance to navigate
cars,obstructed movement,navigate around,negative,202212_114.0464825_22.604190899999995.png,navigating the space
sidewalks,sense of safety,walking,positive,202212_114.0413393_22.5522922.png,unrestricted movement
buildings,urban confinement,limited exploration,negative,202212_114.0413393_22.5522922.png,limited exploration
green areas,relaxation,staying,positive,202212_114.0413393_22.5522922.png,brief enjoyment
roads,defined movement,commuting,neutral,202212_114.0413393_22.5522922.png,transportation efficiency
street,suggests exploration,urban exploration,positive,202212_114.048521_22.5232585.png,exploring adjacent areas
boundaries,limits perception,restricted movement,negative,202212_114.048521_22.5232585.png,diminished engagement
traffic,creates congestion,hesitation to move,negative,202212_114.048521_22.5232585.png,exploratory hesitation
sidewalks,provides structure,encourages walking,positive,202212_114.048521_22.5232585.png,encourages activity
buildings,creates enclosure,limits exploration,negative,202212_114.048521_22.5232585.png,limit mobility
road,sense of enclosure,restricted movement,negative,202212_114.05129640000001_22.540006999999996.png,diminished engagement
buildings,sense of enclosure,restricted movement,negative,202212_114.05129640000001_22.540006999999996.png,diminished engagement
green spaces,limited exploration,hesitation to explore,negative,202212_114.05129640000001_22.540006999999996.png,exploratory hesitation
pathways,defined boundaries,constrained navigation,negative,202212_114.05129640000001_22.540006999999996.png,cautious navigation
road,sense of openness,possibility for exploration,positive,202212_114.0580411_22.544623600000005.png,withdrawal from exploration
greenery,sense of openness,possibility for exploration,positive,202212_114.0580411_22.544623600000005.png,withdrawal from exploration
structures,sense of openness,possibility for exploration,positive,202212_114.0580411_22.544623600000005.png,withdrawal from exploration
roads,sense of openness,exploration,positive,202212_114.0551493_22.518495400000003.png,exploration
buildings,feeling of confinement,hesitation to explore,negative,202212_114.0551493_22.518495400000003.png,exploratory hesitation
greenery,calming effect,lingering,positive,202212_114.0551493_22.518495400000003.png,hesitation
overpass,sense of scale,awareness of surroundings,neutral,202212_114.0551493_22.518495400000003.png,exploring further
street,limited sense of exploration,hesitation to explore,negative,202212_114.0575884_22.571086199999996.png,exploratory hesitation
buildings,urban confinement,avoidance of open spaces,negative,202212_114.0575884_22.571086199999996.png,avoidance of pedestrian activities
roads,sense of freedom,exploring pathways,positive,202212_114.05453050881874_22.531582946106884.png,exploring different paths
development,potential for discovery,seeking new experiences,positive,202212_114.05453050881874_22.531582946106884.png,promotes interaction
barriers,unrestricted movement,navigating freely,positive,202212_114.05453050881874_22.531582946106884.png,exploration beyond
road,feeling of openness,exploration,positive,202212_114.05647290249271_22.531616134751285.png,exploration
greenery,sense of space,movement,positive,202212_114.05647290249271_22.531616134751285.png,unrestricted movement
buildings,impression of vastness,navigation,positive,202212_114.05647290249271_22.531616134751285.png,navigating through spaces
view,sense of openness,encourages exploration,positive,202212_114.05823080000002_22.540602100000005.png,promotes interaction
roads,feeling of connectivity,promotes movement,positive,202212_114.05823080000002_22.540602100000005.png,promotes walking
sidewalks,invitation to wander,inspires discovery,positive,202212_114.05823080000002_22.540602100000005.png,promotes interaction
landscape,sense of freedom,facilitates exploration,positive,202212_114.05823080000002_22.540602100000005.png,encourages venturing out
intersection,sense of exploration,exploring the area,positive,202212_114.0640476_22.537566699999996.png,exploring areas
streets,sense of freedom,moving freely,positive,202212_114.0640476_22.537566699999996.png,unrestricted movement
buildings,sense of openness,navigating the environment,positive,202212_114.0640476_22.537566699999996.png,exploring the environment
roads,sense of connectivity,exploring different paths,positive,202212_114.0640476_22.537566699999996.png,guides navigation
pathways,sense of accessibility,walking around,positive,202212_114.0640476_22.537566699999996.png,increased travel
road,sense of wider environment,exploration,positive,202212_114.062747_22.5450923.png,exploration
cityscape,implies boundaries,restricted movement,negative,202212_114.062747_22.5450923.png,diminished engagement
traffic,limited freedom,avoidance of exploration,negative,202212_114.062747_22.5450923.png,discourage exploration
construction,sense of restriction,hesitation to engage,negative,202212_114.062747_22.5450923.png,reluctance to navigate
highway,limited exploration,transit only,negative,202212_114.0657653_22.5240759.png,limited walking options
vehicle,restricted movement,stay in lanes,negative,202212_114.0657653_22.5240759.png,adherence to design
barriers,limited openness,reduced exploration,negative,202212_114.0658167_22.534223299999994.png,limited exploration
tents,restricted possibilities,decreased engagement,negative,202212_114.0658167_22.534223299999994.png,disinterest in discovery
campus,reduced freedom,inhibited movement,negative,202212_114.0658167_22.534223299999994.png,restricts exploration
street,limited sense of openness,constrained exploration,negative,202212_114.0749288_22.531381700000004.png,lack of exploration
cars,feeling of obstruction,reduced movement,negative,202212_114.0749288_22.531381700000004.png,diminished engagement
buildings,sense of confinement,hesitation to explore,negative,202212_114.0749288_22.531381700000004.png,exploratory hesitation
buildings,sense of enclosure,limited exploration,negative,202212_114.074178_22.542958200000005.png,limited exploration
road,wide space,potential movement,neutral,202212_114.074178_22.542958200000005.png,travel towards goal
cityscape,defined boundaries,lack of direction,negative,202212_114.074178_22.542958200000005.png,constrained mobility
park,pleasant environment,exploration,positive,202212_114.0681073_22.5504569.png,exploration
road,sense of limitation,hesitation to explore,negative,202212_114.0681073_22.5504569.png,exploratory hesitation
cityscape,constrained view,reduced curiosity,negative,202212_114.0681073_22.5504569.png,restricted feeling of scope
intersection,sense of spaciousness,invites exploration,positive,202212_114.0693242600068_22.531683667678653.png,exploring areas
roads,freedom of movement,moving about freely,positive,202212_114.0693242600068_22.531683667678653.png,exploring further
crosswalks,safety and accessibility,encourages crossing,positive,202212_114.0693242600068_22.531683667678653.png,inspires curiosity
buildings,exploratory potential,creates curiosity,positive,202212_114.0693242600068_22.531683667678653.png,encouraged viewing
road,sense of forward movement,traveling,positive,202212_114.0682546_22.529498600000004.png,engagement with environment
buildings,limited exploration,hesitation to explore,negative,202212_114.0682546_22.529498600000004.png,exploratory hesitation
trees,sense of nature,seeking relaxation,positive,202212_114.0682546_22.529498600000004.png,relaxation
street,sense of breadth,exploration,neutral,202212_114.0770361_22.5528905.png,exploration
traffic,feeling of congestion,avoidance,negative,202212_114.0770361_22.5528905.png,avoidance of venturing
vehicles,sense of limitation,restriction of movement,negative,202212_114.0770361_22.5528905.png,discourages wandering
buildings,urban environment,engagement with city life,positive,202212_114.0770361_22.5528905.png,engaging with urban infrastructure
buildings,sense of enclosure,limited exploration,negative,202212_114.0773676_22.536894000000004.png,limited exploration
sidewalks,sense of enclosure,walking,neutral,202212_114.0773676_22.536894000000004.png,unrestricted movement
street,sense of enclosure,traveling,negative,202212_114.0773676_22.536894000000004.png,engagement with environment
roads,sense of exploration,encourages navigation,positive,202212_114.0792369_22.545414399999995.png,implies movement through space
landscape,feeling of openness,promotes movement,positive,202212_114.0792369_22.545414399999995.png,promotes walking
buildings,sense of scale,invites discovery,positive,202212_114.0792369_22.545414399999995.png,encouragement to discover
intersections,awareness of choices,facilitates decision-making,positive,202212_114.0792369_22.545414399999995.png,movement allowance
pathways,feeling of connectivity,encourages exploration,positive,202212_114.0792369_22.545414399999995.png,promotes interaction
road,sense of openness,exploration,positive,202212_114.0804019_22.536471599999995.png,exploration
buildings,urban density,navigation,neutral,202212_114.0804019_22.536471599999995.png,navigating through spaces
road,desire for movement,increased mobility,positive,202212_114.0815082_22.551580299999998.png,enhanced interest
buildings,imposing presence,limited exploration,negative,202212_114.0815082_22.551580299999998.png,limited exploration
barriers,restricted view,decreased curiosity,negative,202212_114.0815082_22.551580299999998.png,lack of exploration
overpass,sense of scale,encouraged navigation,positive,202212_114.0815082_22.551580299999998.png,freedom to wander
buildings,sense of scale,exploration,positive,202212_114.08547860000002_22.545569100000005.png,exploration
streets,perceived boundaries,navigation,neutral,202212_114.08547860000002_22.545569100000005.png,navigating through spaces
landscape,scope for exploration,exploration,positive,202212_114.08547860000002_22.545569100000005.png,exploration
street,sense of enclosure,limited exploration,negative,202212_114.0888418_22.549250199999996.png,limited exploration
buildings,sense of enclosure,limited exploration,negative,202212_114.0888418_22.549250199999996.png,limited exploration
trees,lack of vastness,reduced engagement,negative,202212_114.0888418_22.549250199999996.png,disinterest in exploration
crosswalks,sense of structure,navigating safely,neutral,202212_114.0888418_22.549250199999996.png,guided navigation
sidewalks,sense of structure,navigating safely,neutral,202212_114.0888418_22.549250199999996.png,guided navigation
street,limited exploration,restricted movement,negative,202212_114.0864988_22.5573059.png,diminished engagement
sidewalks,defined space,encouraged walking,positive,202212_114.0864988_22.5573059.png,encourages venturing out
barricades,contained feeling,avoidance of area,negative,202212_114.0864988_22.5573059.png,avoidance of venturing
trees,sense of nature,seeking relaxation,positive,202212_114.0864988_22.5573059.png,relaxation
city,bounded environment,limited exploration,negative,202212_114.0864988_22.5573059.png,limited exploration
intersection,sense of freedom,explore space,positive,202212_114.08602951132886_22.537348600226945.png,exploration
walkways,openness,move freely,positive,202212_114.08602951132886_22.537348600226945.png,navigate through pathways
road,potential for travel,navigate area,positive,202212_114.08602951132886_22.537348600226945.png,navigate through the urban area
buildings,sense of constraint,limited exploration,negative,202212_114.0888882_22.555174399999995.png,limited exploration
shops,sense of observation,engagement with environment,neutral,202212_114.0888882_22.555174399999995.png,encourages movement
road,focus on surroundings,movement,neutral,202212_114.0888882_22.555174399999995.png,unrestricted movement
traffic,sense of constraint,restricted movement,negative,202212_114.0888882_22.555174399999995.png,diminished engagement
barriers,sense of constraint,limited exploration,negative,202212_114.0888882_22.555174399999995.png,limited exploration
road,sense of openness,exploration,positive,202212_114.0865741_22.540655199999996.png,exploration
buildings,feeling of confinement,limited exploration,negative,202212_114.0865741_22.540655199999996.png,limited exploration
vehicles,sense of confinement,limited exploration,negative,202212_114.0865741_22.540655199999996.png,limited exploration
infrastructure,lack of expansive possibilities,reduced exploration,negative,202212_114.0865741_22.540655199999996.png,limited exploration
intersection,sense of exploration,encourages movement,positive,202212_114.0908997_22.5583526.png,promotes interaction
roads,feeling of connectivity,promotes navigation,positive,202212_114.0908997_22.5583526.png,encourages movement
buildings,urban density,stimulates curiosity,positive,202212_114.0908997_22.5583526.png,inspires curiosity
roads,moderate sense of scope,exploration,positive,202212_114.0946319_22.559820999999996.png,exploration
buildings,sense of defined boundaries,limited exploration,negative,202212_114.0946319_22.559820999999996.png,limited exploration
streets,possibilities for movement,exploration,positive,202212_114.0946319_22.559820999999996.png,exploration
street,sense of openness,exploration,positive,202212_114.0910387431752_22.549649716591308.png,exploration
buildings,urban density,navigation,neutral,202212_114.0910387431752_22.549649716591308.png,navigating through spaces
sidewalks,safety,walking,positive,202212_114.0910387431752_22.549649716591308.png,unrestricted movement
landscaping,aesthetic appeal,lingering,positive,202212_114.0910387431752_22.549649716591308.png,hesitation
traffic,busy environment,caution,negative,202212_114.0910387431752_22.549649716591308.png,reluctance to navigate
street,sense of scale,exploration,positive,202212_114.09609029793786_22.563386597747023.png,exploration
environment,perceived boundaries,restricted movement,negative,202212_114.09609029793786_22.563386597747023.png,diminished engagement
infrastructure,limited exploration,hesitation to explore,negative,202212_114.09609029793786_22.563386597747023.png,exploratory hesitation
road,limited exploration,avoidance of movement,negative,202212_114.09686669419649_22.53823779479983.png,avoidance of boundaries
buildings,constrained environment,reduced curiosity,negative,202212_114.09686669419649_22.53823779479983.png,restricted feeling of scope
traffic barriers,restricted openness,hesitation to explore,negative,202212_114.09686669419649_22.53823779479983.png,exploratory hesitation
road,sense of expansiveness,exploration,positive,202212_114.0995911_22.547427900000002.png,exploration
buildings,urban confinement,limited movement,negative,202212_114.0995911_22.547427900000002.png,diminished engagement
trees,natural relief,encouragement to explore,positive,202212_114.0995911_22.547427900000002.png,promotes interaction
roadway,limited exploration,avoidance of boundaries,negative,202212_114.0992364_22.5675924.png,discouragement of engagement
traffic,restricted freedom,hesitation to move,negative,202212_114.0992364_22.5675924.png,exploratory hesitation
barriers,sense of confinement,reduced exploration,negative,202212_114.0992364_22.5675924.png,limited exploration
urban structures,feeling of thoroughfare,lack of engagement,negative,202212_114.0992364_22.5675924.png,restricted interaction
streets,sense of exploration,encourages wandering,positive,202212_114.10168900000001_22.5615177.png,freedom to wander
landscape,feeling of openness,promotes movement,positive,202212_114.10168900000001_22.5615177.png,promotes walking
grid,sense of organization,facilitates navigation,positive,202212_114.10168900000001_22.5615177.png,facilitates navigation
density,feeling of confinement,limits exploration,negative,202212_114.10168900000001_22.5615177.png,limit mobility
road,limited exploration,avoidance of movement,negative,202212_114.1057477_22.5868114.png,avoidance of boundaries
buildings,constrained environment,hesitation to explore,negative,202212_114.1057477_22.5868114.png,exploratory hesitation
intersection,sense of openness,exploration,positive,202212_114.1040977_22.558683299999995.png,exploration
sidewalks,freedom of movement,walking,positive,202212_114.1040977_22.558683299999995.png,unrestricted movement
skyscrapers,awe and inspiration,gazing,positive,202212_114.1040977_22.558683299999995.png,focus on immediate area
cityscape,vastness,exploring surroundings,positive,202212_114.1040977_22.558683299999995.png,exploration of environment
roadway,sense of openness,exploration,positive,202212_114.0995213_22.5434379.png,exploration
buildings,implied vastness,navigating the area,positive,202212_114.0995213_22.5434379.png,navigating urban spaces
intersection,constrained exploration,caution in movement,negative,202212_114.0995213_22.5434379.png,cautious engagement
roads,sense of confinement,functional transit,negative,202212_114.1080003_22.547008299999998.png,movement potential
buildings,sense of confinement,functional transit,negative,202212_114.1080003_22.547008299999998.png,movement potential
sidewalks,moderate exploration,pedestrian movement,neutral,202212_114.1080003_22.547008299999998.png,pedestrian movement
crossings,moderate exploration,pedestrian movement,neutral,202212_114.1080003_22.547008299999998.png,pedestrian movement
street,limited exploration,restricted movement,negative,202212_114.1073357_22.551541099999998.png,diminished engagement
buildings,confining environment,lack of exploration,negative,202212_114.1073357_22.551541099999998.png,limited engagement
traffic,stressful atmosphere,hesitation to explore,negative,202212_114.1073357_22.551541099999998.png,exploratory hesitation
vehicles,obstructed pathways,limited movement options,negative,202212_114.1073357_22.551541099999998.png,limited navigation
sidewalks,somewhat accessible,cautious exploration,neutral,202212_114.1073357_22.551541099999998.png,careful navigation
