spatial_element,psychological_perception,behavioral_motivation,relation_type,image_id,behavioral_motivation_standardized
street,not a refuge,difficult to disconnect,negative,202212_113.86414052903964_22.586332519108115.png,difficult to disconnect
traffic,overwhelmed by demands,inability to escape,negative,202212_113.86414052903964_22.586332519108115.png,seek escape
pedestrians,presence of usual concerns,maintaining usual thoughts,negative,202212_113.86414052903964_22.586332519108115.png,engagement in daily tasks
commercial activity,not conducive to relaxation,staying engaged with demands,negative,202212_113.86414052903964_22.586332519108115.png,remaining focused on obligations
trees,sense of openness,seeking tranquility,positive,202212_113.86570061161206_22.794354983772386.png,seeking serenity
green spaces,buffer from urban nuisances,escaping city life,positive,202212_113.86570061161206_22.794354983772386.png,desire to escape
road,limited escape,confronting urban demands,negative,202212_113.86570061161206_22.794354983772386.png,drawn back to urban demands
traffic,urban living constraints,navigating daily life,negative,202212_113.86570061161206_22.794354983772386.png,managing everyday experiences
street,lack of refuge,difficulty disconnecting,negative,202212_113.8657175_22.5720624.png,challenging to rest
traffic,overwhelmed by activity,increased stress,negative,202212_113.8657175_22.5720624.png,continued stress
pedestrians,crowdedness,avoidance of the area,negative,202212_113.8657175_22.5720624.png,seek refuge from urban demands
commercial,constant stimulation,heightened anxiety,negative,202212_113.8657175_22.5720624.png,heightened awareness
greenery,moderate sense of being away,potential escape,positive,202212_113.86693239299775_22.5059467417505.png,mental disconnection
construction,limited feeling of refuge,connection to daily life,negative,202212_113.86693239299775_22.5059467417505.png,recognition of demands
urban,implied obligations,reminder of daily life,negative,202212_113.86693239299775_22.5059467417505.png,awareness of routine concerns
roads,lack of escape,avoidance of responsibilities,negative,202212_113.86692496876104_22.779669474003793.png,seeking refuge elsewhere
vehicles,distracting environment,increased stress,negative,202212_113.86692496876104_22.779669474003793.png,continued stress
buildings,not a refuge,continuation of tasks,negative,202212_113.86692496876104_22.779669474003793.png,engagement in daily demands
traffic,active setting,distraction from relaxation,negative,202212_113.86692496876104_22.779669474003793.png,limited opportunities for relaxation
crossings,visible activity,engagement with surroundings,neutral,202212_113.86692496876104_22.779669474003793.png,interacting with surroundings
intersection,not a refuge,not conducive to stopping,negative,202212_113.8680685_22.5560727.png,difficult to relax
traffic,pressing matters,transit and activity,negative,202212_113.8680685_22.5560727.png,continued commuting
environment,not a place to escape,continuing daily life,negative,202212_113.8680685_22.5560727.png,regular engagement with urban lifestyle
traffic,difficulty to disconnect,remain engaged,negative,202212_113.8678988863987_22.7557755812611.png,maintaining focus
buildings,lack of refuge,feel overwhelmed,negative,202212_113.8678988863987_22.7557755812611.png,increased stress
activity,constant stimulation,unable to escape,negative,202212_113.8678988863987_22.7557755812611.png,no mental disengagement
cars,urban demands,stay alert,negative,202212_113.8678988863987_22.7557755812611.png,concentration on current environment
environment,engagement with senses,focus on surroundings,negative,202212_113.8678988863987_22.7557755812611.png,focus on surroundings
intersection,lack of refuge,avoidance of responsibilities,negative,202212_113.8682293_22.500636199999995.png,seeking refuge elsewhere
traffic,stress from activity,inability to relax,negative,202212_113.8682293_22.500636199999995.png,difficulty detaching
infrastructure,overwhelmed by demands,seeking escape,negative,202212_113.8682293_22.500636199999995.png,difficulty in escaping
greenery,slight contrast to urban bustle,seeking refuge,positive,202212_113.86841_22.5698707.png,seeking serenity
intersection,low to moderate sense of being away,distracted engagement,negative,202212_113.86841_22.5698707.png,divided attention
intersection,lack of escape,remain engaged,negative,202212_113.86833378117981_22.75753436225509.png,maintaining focus
vehicles,anchored to reality,focus on immediate concerns,negative,202212_113.86833378117981_22.75753436225509.png,stay aware of immediate concerns
pedestrians,busy atmosphere,avoid detachment,negative,202212_113.86833378117981_22.75753436225509.png,difficulty in detaching thoughts
car parts,practical experience,stay present,negative,202212_113.86833378117981_22.75753436225509.png,awareness of daily life
road,lack of escape,remain in daily life,negative,202212_113.8695148_22.550518499999992.png,maintains usual obligations
activity,distraction from thoughts,avoid contemplation,negative,202212_113.8695148_22.550518499999992.png,avoid stress
road,lack of tranquility,avoid stopping to think,negative,202212_113.86893823759733_22.512196730888455.png,no desire to stop thinking
machinery,disruption of peace,continue moving,negative,202212_113.86893823759733_22.512196730888455.png,engagement in daily activities
infrastructure,stressful environment,focus on tasks,negative,202212_113.86893823759733_22.512196730888455.png,maintaining focus
infrastructure,lack of escape,continue daily tasks,negative,202212_113.8699438_22.493329299999992.png,continue daily tasks
natural elements,limited refuge,avoid relaxation,negative,202212_113.8699438_22.493329299999992.png,inability to relax
traffic,lack of escape,difficulty disconnecting,negative,202212_113.87025091027085_22.757214906927555.png,challenging to rest
buildings,urban stress,increased daily concerns,negative,202212_113.87025091027085_22.757214906927555.png,anxiety and interruptions
intersection,lack of escape,remain engaged,negative,202212_113.87041220000002_22.5580962.png,maintaining focus
roads,connected to demands,transit,negative,202212_113.87041220000002_22.5580962.png,transit
buildings,not a refuge,commerce,negative,202212_113.87041220000002_22.5580962.png,participation in commerce
vehicles,lack of respite,transit,negative,202212_113.87061531067916_22.501340995918188.png,transit
greenery,limited detachment,escape attempt,negative,202212_113.87061531067916_22.501340995918188.png,effort to disengage
roads,urban demands,avoidance,negative,202212_113.87061531067916_22.501340995918188.png,avoidance
buildings,constrained environment,limited exploration,negative,202212_113.87061531067916_22.501340995918188.png,engage in routine activities
street,structured environment,navigate safely,positive,202212_113.8729224_22.555575599999997.png,navigating quickly
vehicles,limited sense of escape,avoid urban complexities,negative,202212_113.8729224_22.555575599999997.png,seek quieter environments
buildings,feeling of confinement,seek open spaces,negative,202212_113.8729224_22.555575599999997.png,seek relaxation
greenery,mild sense of separation,temporary escape,neutral,202212_113.87181100000001_22.5878447.png,momentary detachment from thoughts
traffic,lack of refuge,increased stress,negative,202212_113.87181100000001_22.5878447.png,continued stress
structures,urban confinement,limited relaxation,negative,202212_113.87181100000001_22.5878447.png,diminished calm
street,source of distractions,increased attention to surroundings,negative,202212_113.8707263_22.568021299999998.png,focus on transportation
traffic,presence of daily life pressures,avoidance of mental escape,negative,202212_113.8707263_22.568021299999998.png,fails to provide escape
advertisements,overwhelmed by stimuli,heightened awareness of obligations,negative,202212_113.8707263_22.568021299999998.png,increased demands
infrastructure,lack of refuge,inability to relax,negative,202212_113.8707263_22.568021299999998.png,difficulty detaching
intersection,lack of refuge,increased vigilance,negative,202212_113.8740603_22.5500979.png,increased awareness of surroundings
traffic,stressful environment,avoidance of the area,negative,202212_113.8740603_22.5500979.png,seek refuge from urban demands
construction,disruption of peace,seeking tranquility elsewhere,negative,202212_113.8740603_22.5500979.png,seeking serenity
roads,busy atmosphere,heightened alertness,negative,202212_113.8740603_22.5500979.png,increased pressure
intersection,lack of refuge,increased stress,negative,202212_113.8741326_22.565286099999998.png,continued stress
cars,overwhelmed by noise,avoidance behavior,negative,202212_113.8741326_22.565286099999998.png,absence of responsibilities
buses,distraction from tasks,inability to focus,negative,202212_113.8741326_22.565286099999998.png,difficulty in disengaging
buildings,sense of confinement,desire to escape,negative,202212_113.8741326_22.565286099999998.png,providing a feeling of escape
construction,increased chaos,frustration,negative,202212_113.8741326_22.565286099999998.png,increased anxiety
pedestrians,crowdedness,hesitation to move,negative,202212_113.8741326_22.565286099999998.png,lack of detachment
trees,lack of refuge,avoidance of mental demands,negative,202212_113.87458380000001_22.582022299999995.png,avoidance of stress relief
streetscape,incomplete escape,continuation of obligations,negative,202212_113.87458380000001_22.582022299999995.png,engage in daily routines
intersection,lack of escape,none,negative,202212_113.875372_22.7684626.png,none
traffic,connection to daily life,none,negative,202212_113.875372_22.7684626.png,none
buildings,not tranquil,none,negative,202212_113.875372_22.7684626.png,none
roads,not secluded,none,negative,202212_113.875372_22.7684626.png,none
intersection,difficult to feel like a refuge,struggling to escape daily worries,negative,202212_113.8750762_22.7877928.png,navigating through demands
traffic,constant activity and noise,feeling overwhelmed,negative,202212_113.8750762_22.7877928.png,feel stressed
establishments,highly functional area,engaging in daily tasks,negative,202212_113.8750762_22.7877928.png,continuation of everyday life
traffic,difficult to escape,continuing usual concerns,negative,202212_113.87583200000002_22.5712724.png,awareness of everyday concerns
buildings,not conducive to stopping thoughts,remaining preoccupied,negative,202212_113.87583200000002_22.5712724.png,stay alert
activity,active and populated area,inability to relax,negative,202212_113.87583200000002_22.5712724.png,difficulty detaching
traffic,not a refuge,lack of escape,negative,202212_113.8767009_22.5506245.png,no refuge seeking
construction,distraction from worries,increased movement,negative,202212_113.8767009_22.5506245.png,navigate urban environment
camera,implied movement,departure from stationary viewpoint,neutral,202212_113.8767009_22.5506245.png,finding new pathways
traffic,lack of escape,continuation of routine,negative,202212_113.8757923_22.514260899999996.png,ongoing engagement with daily life
intersection,stress from navigation,avoidance of area,negative,202212_113.8757923_22.514260899999996.png,unwillingness to engage in daily life
vehicles,overwhelmed by urban nuisances,desire for refuge,negative,202212_113.8757923_22.514260899999996.png,seeking escape
intersection,not a refuge,avoidance of responsibilities,negative,202212_113.8764399_22.5633237.png,seeking refuge elsewhere
vehicles,stressful environment,increased anxiety,negative,202212_113.8764399_22.5633237.png,awareness of stress
buildings,urban hustle,distraction from thoughts,negative,202212_113.8764399_22.5633237.png,distraction from worries
intersection,not a refuge,avoidance of stress,negative,202212_113.87765440000001_22.775584799999997.png,avoidance of bothersome elements
traffic,overwhelmed by distractions,increased anxiety,negative,202212_113.87765440000001_22.775584799999997.png,awareness of stress
signals,functional environment,compliance with traffic rules,neutral,202212_113.87765440000001_22.775584799999997.png,navigation through urban space
roads,lack of escape,avoidance of stress,negative,202212_113.8790022_22.50900620000001.png,avoidance of bothersome elements
traffic,sense of daily grind,increased anxiety,negative,202212_113.8790022_22.50900620000001.png,awareness of stress
infrastructure,feeling of confinement,desire to leave,negative,202212_113.8790022_22.50900620000001.png,desire to escape
greenery,slight relief,temporary distraction,neutral,202212_113.8790022_22.50900620000001.png,take a break
street,lack of escape,increased attention,negative,202212_113.8790194_22.5608856.png,focus on journey
traffic,stress,avoidance,negative,202212_113.8790194_22.5608856.png,avoidance
buildings,no refuge,continuing tasks,negative,202212_113.8790194_22.5608856.png,persistent engagement
construction,ongoing activity,increased stress,negative,202212_113.879215_22.5202798.png,continued stress
traffic,external demands,avoidance of space,negative,202212_113.879215_22.5202798.png,no escape
industrial,lack of seclusion,distraction from relaxation,negative,202212_113.879215_22.5202798.png,limited opportunities for relaxation
road,not a refuge,continue daily tasks,negative,202212_113.8823777_22.5221444.png,continue daily tasks
construction,source of nuisance,avoid the area,negative,202212_113.8823777_22.5221444.png,avoid the area
vehicles,connection to daily life,engage with routine,neutral,202212_113.8823777_22.5221444.png,engagement with daily tasks
infrastructure,not an escape,remain focused on tasks,negative,202212_113.8823777_22.5221444.png,engage in routine activities
highway,lack of escape,focus on navigation,negative,202212_113.88112989451119_22.800107612098568.png,cautious navigation
traffic,constant distraction,avoid mental disengagement,negative,202212_113.88112989451119_22.800107612098568.png,refrain from detachment
street,lack of escape,difficulty disengaging,negative,202212_113.8828072_22.5116265.png,inhibits relaxation
buildings,sense of routine,inability to find retreat,negative,202212_113.8828072_22.5116265.png,struggle to quiet the mind
intersection,not a refuge,avoidance of distractions,negative,202212_113.881676_22.5046663.png,avoid thinking
vehicles,busy environment,increased stress,negative,202212_113.881676_22.5046663.png,continued stress
buildings,lack of escape,no relaxation,negative,202212_113.881676_22.5046663.png,ongoing engagement with daily life
intersection,lack of refuge,difficulty disengaging,negative,202212_113.8831621_22.5645249.png,inhibits relaxation
traffic,stressful environment,increased routine focus,negative,202212_113.8831621_22.5645249.png,participation in daily life
pedestrian,overwhelmed by movement,inability to relax,negative,202212_113.8831621_22.5645249.png,difficulty detaching
traffic,lack of escape,difficulty in mental respite,negative,202212_113.8820283_22.786342899999998.png,trouble finding mental relief
pedestrians,overwhelmed by demands,inability to relax,negative,202212_113.8820283_22.786342899999998.png,difficulty detaching
infrastructure,constant distraction,staying focused on tasks,negative,202212_113.8820283_22.786342899999998.png,maintaining attention on responsibilities
commercial,stress from activity,avoiding mental break,negative,202212_113.8820283_22.786342899999998.png,disengaged attention
intersection,difficult to detach,avoid the area,negative,202212_113.8839338_22.792216499999995.png,avoid the area
traffic,demands attention,focus on navigation,negative,202212_113.8839338_22.792216499999995.png,cautious navigation
construction,detracts from peace,seek quieter spaces,negative,202212_113.8839338_22.792216499999995.png,escape from urban pressures
buildings,lack of refuge,leave the area,negative,202212_113.8839338_22.792216499999995.png,exit the space
intersection,lack of refuge,difficulty disconnecting,negative,202212_113.8849908_22.5489006.png,challenging to rest
traffic,stress from noise,increased anxiety,negative,202212_113.8849908_22.5489006.png,awareness of stress
construction,disruption of peace,avoidance of the area,negative,202212_113.8849908_22.5489006.png,seek refuge from urban demands
trees,sense of being away,mental escape,positive,202212_113.8847561_22.7854292.png,seeking serenity
sidewalks,calmer atmosphere,separation from urban flow,positive,202212_113.8847561_22.7854292.png,distance from urban hustle
sky,sense of being away,mental escape,positive,202212_113.8847561_22.7854292.png,seeking serenity
road,limited mental detachment,engaging with environment,negative,202212_113.88385370925388_22.501175719282536.png,appreciation of surroundings
traffic,active experience,increased engagement,neutral,202212_113.88385370925388_22.501175719282536.png,focus on journey
structures,not conducive to escape,avoidance of responsibilities,negative,202212_113.88385370925388_22.501175719282536.png,seeking refuge elsewhere
street,lack of refuge,stay connected,negative,202212_113.8850821_22.800133999999996.png,increased urban engagement
traffic,connected to daily life,avoid escape,negative,202212_113.8850821_22.800133999999996.png,limited disconnection
buildings,no sense of being away,remain engaged,negative,202212_113.8850821_22.800133999999996.png,maintaining focus
streetscape,lack of escape,requires attention,negative,202212_113.8850943_22.7812449.png,increases focus on tasks
traffic,stressful environment,increases engagement,negative,202212_113.8850943_22.7812449.png,reinforces engagement
density,overwhelming presence,distracts from relaxation,negative,202212_113.8850943_22.7812449.png,distraction from obligations
advertisements,constant stimulation,diverts attention,negative,202212_113.8850943_22.7812449.png,distracts focus
trees,moderate escape from stress,limited relaxation,neutral,202212_113.88602950000002_22.482492799999996.png,diminished calm
vehicles,increased stress,avoidance of the area,negative,202212_113.88602950000002_22.482492799999996.png,seek refuge from urban demands
construction,distraction,increased anxiety,negative,202212_113.88602950000002_22.482492799999996.png,awareness of stress
urban,lack of respite,seeking quieter spaces,negative,202212_113.88602950000002_22.482492799999996.png,escape from daily life
street,difficult to detach from concerns,unlikely to escape,negative,202212_113.8857684_22.813489699999998.png,unlikely to escape
traffic,stressful environment,increased anxiety,negative,202212_113.8857684_22.813489699999998.png,awareness of stress
sounds,overwhelmed senses,avoidance of space,negative,202212_113.8857684_22.813489699999998.png,no escape
greenery,slight departure from concrete environment,none,neutral,202212_113.8871212311432_22.59073404108649.png,none
sky,slight escape from everyday nuisances,none,neutral,202212_113.8871212311432_22.59073404108649.png,none
urban street,active environment,none,negative,202212_113.8871212311432_22.59073404108649.png,none
intersection,lack of refuge,avoidance of space,negative,202212_113.8862681_22.5508395.png,no escape
traffic,distraction,increased stress,negative,202212_113.8862681_22.5508395.png,continued stress
buildings,confinement,limited engagement,negative,202212_113.8862681_22.5508395.png,ongoing involvement
construction,disruption,avoidance of area,negative,202212_113.8862681_22.5508395.png,unwillingness to engage in daily life
walkways,minimal relief,transitory movement,neutral,202212_113.8862681_22.5508395.png,temporary relocation
traffic,lack of escape,no mental distance,negative,202212_113.8854323_22.554729599999998.png,no mental disengagement
construction,presence of nuisances,no break from responsibilities,negative,202212_113.8854323_22.554729599999998.png,ongoing engagement with daily life
urban,ongoing demands,no relief from daily worries,negative,202212_113.8854323_22.554729599999998.png,limited respite
trees,slight natural element,attempt to escape concerns,positive,202212_113.8873515_22.494999999999997.png,momentarily disconnect from demands
traffic,difficult to find refuge,need for navigation,negative,202212_113.8873515_22.494999999999997.png,requirement for purposeful movement
infrastructure,dominated by urban activity,attention to surroundings,negative,202212_113.8873515_22.494999999999997.png,attention to surroundings
intersection,low degree of being away,difficult to escape,negative,202212_113.8864527_22.5249772.png,lack of escape from responsibilities
greenery,minimal mental respite,limited reflection,negative,202212_113.8864527_22.5249772.png,blockage of mental detachment
traffic,constant demands of daily life,increased stress,negative,202212_113.8864527_22.5249772.png,continued stress
buildings,active urban environment,lack of escape,negative,202212_113.8864527_22.5249772.png,no refuge seeking
barriers,limited escape,stay within bounds,negative,202212_113.88794576517202_22.47006173226548.png,engagement with reality
path,moderate detachment,navigate cautiously,neutral,202212_113.88794576517202_22.47006173226548.png,maintaining alertness
elements,sense of escape,seek refuge,positive,202212_113.88794576517202_22.47006173226548.png,seeking calmness
traffic,lack of escape,difficulty disconnecting,negative,202212_113.887967_22.552325399999997.png,challenging to rest
construction,visual clutter,increased stress,negative,202212_113.887967_22.552325399999997.png,continued stress
street,general busyness,feeling overwhelmed,negative,202212_113.887967_22.552325399999997.png,feel stressed
trees,mental detachment,sense of escape,positive,202212_113.88941312771921_22.586060774361265.png,seek escape
areas,respite from demands,relaxation,positive,202212_113.88941312771921_22.586060774361265.png,seeking serenity
environment,sense of being in a utilitarian area,not feeling escape from obligations,negative,202212_113.8906631_22.5097598.png,absence of respite from concerns
depot,lack of restorative quality,not stopping to think,negative,202212_113.8906631_22.5097598.png,evasion of deep thought
construction,feeling of industrial activity,not evoking relaxation,negative,202212_113.8906631_22.5097598.png,does not provide peace
intersection,lack of refuge,focus on mundane,negative,202212_113.8889769_22.5227376.png,concentration on everyday matters
roads,functional purpose,navigate through,neutral,202212_113.8889769_22.5227376.png,navigation
buildings,mental detachment,avoid stress,negative,202212_113.8889769_22.5227376.png,ongoing engagement with daily life
traffic,implied activity,engage with city life,neutral,202212_113.8889769_22.5227376.png,engaging with city
signals,demanding thoughts,stay alert,negative,202212_113.8889769_22.5227376.png,concentration on current environment
street,difficult to detach from concerns,lack of mental escape,negative,202212_113.88988389932364_22.53406064010756.png,absence of respite from concerns
traffic,sense of distraction,inability to find refuge,negative,202212_113.88988389932364_22.53406064010756.png,lack of restorative experience
buildings,urban environment stress,increased daily nuisances,negative,202212_113.88988389932364_22.53406064010756.png,increased attention demands
intersection,seeking escape,finding refuge,negative,202212_113.8890628_22.783663699999995.png,mental escape
traffic,stress and nuisance,avoiding urban life,negative,202212_113.8890628_22.783663699999995.png,disengagement from life
activity,lack of respite,continuing to think,negative,202212_113.8890628_22.783663699999995.png,persistent rumination
street,limited respite from concerns,low score for being away,negative,202212_113.89013793409188_22.77905016065612.png,eschewal of cognitive disconnection
buildings,reminded of urban life,lack of escape,negative,202212_113.89013793409188_22.77905016065612.png,no refuge seeking
traffic,constant demands of attention,low sense of refuge,negative,202212_113.89013793409188_22.77905016065612.png,limits peacefulness
vehicles,lack of peace,increased attention,negative,202212_113.8895968_22.505542500000004.png,focus on journey
traffic,stressful environment,avoidance of reflection,negative,202212_113.8895968_22.505542500000004.png,enjoyment of solitude
construction,distraction,focus on surroundings,negative,202212_113.8895968_22.505542500000004.png,focus on surroundings
streetscape,limited refuge,not conducive to escape,negative,202212_113.889295_22.4965517.png,avoid prolonged stay
traffic,sense of overwhelm,avoidance of responsibilities,negative,202212_113.889295_22.4965517.png,seeking refuge elsewhere
buildings,lack of detachment,inability to pause,negative,202212_113.889295_22.4965517.png,inability to disengage
trees,minimal mental retreat,not feeling relaxed,negative,202212_113.889295_22.4965517.png,limited mental respite
street,chaotic environment,minimal escape,negative,202212_113.8901847_22.5280826.png,lack of escape
buildings,common urban experience,everyday interaction,neutral,202212_113.8901847_22.5280826.png,routine social engagement
roads,functional space,navigating daily life,neutral,202212_113.8901847_22.5280826.png,managing everyday experiences
cars,demanding environment,engagement with routine,negative,202212_113.8901847_22.5280826.png,maintained routine
traffic,ongoing active environment,avoidance of retreat,negative,202212_113.89069028552879_22.521237535308856.png,inability to find peace
construction,lack of peace,stress response,negative,202212_113.89069028552879_22.521237535308856.png,increased anxiety
structures,urban demands,distraction from relaxation,negative,202212_113.89069028552879_22.521237535308856.png,limited opportunities for relaxation
greenery,sense of being away,mental disengagement,positive,202212_113.8908356_22.50234199999999.png,limited detachment
road,feeling of escape,avoid urban hustle,positive,202212_113.8908356_22.50234199999999.png,allow for mental respite
trees,calm atmosphere,block distractions,positive,202212_113.8908356_22.50234199999999.png,distraction from concerns
landscaped areas,natural buffer,allow for mental disengagement,positive,202212_113.8908356_22.50234199999999.png,seek tranquility
trees,calming effect,temporary break,positive,202212_113.8909361_22.4762928.png,take a restorative break
traffic,not a complete escape,continued urban engagement,negative,202212_113.8909361_22.4762928.png,active public space
greenery,moderate sense of being away,relaxation,positive,202212_113.8909361_22.4762928.png,seeking serenity
urban development,not a profound detachment,limited retreat,negative,202212_113.8909361_22.4762928.png,avoidance of thought
intersection,lack of refuge,difficulty in relaxing,negative,202212_113.8914436_22.790544900000004.png,inhibits relaxation
traffic,overwhelmed by noise,increased stress,negative,202212_113.8914436_22.790544900000004.png,continued stress
buildings,sense of confinement,avoidance of the area,negative,202212_113.8914436_22.790544900000004.png,seek refuge from urban demands
pedestrian,constant distraction,inability to focus,negative,202212_113.8914436_22.790544900000004.png,difficulty in disengaging
street,limited sense of being away,difficulty escaping concerns,negative,202212_113.891474774064_22.785579979547432.png,difficulty escaping concerns
traffic,overwhelmed by stimuli,increased daily demands,negative,202212_113.891474774064_22.785579979547432.png,increased tension
commercial,not a refuge,engagement in daily life,negative,202212_113.891474774064_22.785579979547432.png,navigate space
trees,sense of escape,seeking respite,positive,202212_113.8925627_22.768965.png,need for tranquility
traffic,active urban environment,feeling overwhelmed,negative,202212_113.8925627_22.768965.png,feel stressed
roads,slight respite,temporary relief,neutral,202212_113.8925627_22.768965.png,respite
buildings,not a complete refuge,continuing concerns,negative,202212_113.8925627_22.768965.png,ongoing engagement with daily life
traffic,low sense of escape,no refuge seeking,negative,202212_113.8919451_22.504159799999996.png,seek escape
construction,low sense of escape,no refuge seeking,negative,202212_113.8919451_22.504159799999996.png,seek escape
buildings,low sense of escape,no refuge seeking,negative,202212_113.8919451_22.504159799999996.png,seek escape
greenery,low sense of escape,no refuge seeking,negative,202212_113.8919451_22.504159799999996.png,seek escape
trees,moderate sense of being away,detachment from daily demands,positive,202212_113.8917504_22.5683063.png,detachment from daily demands
road,degree of detachment,mental escape,positive,202212_113.8917504_22.5683063.png,seeking serenity
sky,mental escape,relaxation,positive,202212_113.8917504_22.5683063.png,seeking serenity
traffic,prevented immersion,inability to fully relax,negative,202212_113.8917504_22.5683063.png,inability to fully relax
infrastructure,prevented immersion,inability to find refuge,negative,202212_113.8917504_22.5683063.png,lack of restorative experience
street,lack of refuge,difficult to detach,negative,202212_113.89180624418951_22.79290449136687.png,lack of escape from demands
traffic,stressful environment,increased anxiety,negative,202212_113.89180624418951_22.79290449136687.png,awareness of stress
shops,busy atmosphere,engagement in daily life,neutral,202212_113.89180624418951_22.79290449136687.png,navigate space
buildings,crowded feeling,limited personal space,negative,202212_113.89180624418951_22.79290449136687.png,inability to cease thinking
trees,sense of escape,mental distraction,positive,202212_113.8915262_22.7874822.png,limits peacefulness
traffic,mild detachment,observing flow,neutral,202212_113.8915262_22.7874822.png,ongoing engagement with daily life
buildings,not a complete escape,none,negative,202212_113.8915262_22.7874822.png,none
greenery,contrast to concrete,none,positive,202212_113.8915262_22.7874822.png,none
intersection,limited escape from daily concerns,does not facilitate disconnection,negative,202212_113.8927901_22.761324599999995.png,minimal disconnection
traffic,active and demanding environment,increases stress,negative,202212_113.8927901_22.761324599999995.png,raises anxiety
buildings,lack of refuge,promotes feeling of pressure,negative,202212_113.8927901_22.761324599999995.png,daily stressors
traffic,disruption of peace,avoidance of the area,negative,202212_113.89288255776624_22.794407888931023.png,seek refuge from urban demands
construction,stress and annoyance,seeking quieter spaces,negative,202212_113.89288255776624_22.794407888931023.png,escape from daily life
barriers,feeling trapped,increased frustration,negative,202212_113.89288255776624_22.794407888931023.png,ongoing work
intersection,lack of refuge,avoidance of pressures,negative,202212_113.8930679_22.540563199999998.png,limited disengagement from daily demands
traffic,stressful environment,increased anxiety,negative,202212_113.8930679_22.540563199999998.png,awareness of stress
infrastructure,no escape,staying away,negative,202212_113.8930679_22.540563199999998.png,avoidance of certain areas
street,not a refuge,not escaping,negative,202212_113.8930728_22.5107957.png,engagement with demands
traffic,stressful environment,increased anxiety,negative,202212_113.8930728_22.5107957.png,awareness of stress
buildings,functional space,engaging with daily life,neutral,202212_113.8930728_22.5107957.png,engaging with daily life
infrastructure,active setting,continuing routine,neutral,202212_113.8930728_22.5107957.png,ongoing involvement
roads,lack of escape,increased awareness,negative,202212_113.8931113_22.538090200000003.png,increased awareness
traffic,stressful environment,active engagement,negative,202212_113.8931113_22.538090200000003.png,focus on personal reflection
construction,disruption of tranquility,heightened distraction,negative,202212_113.8931113_22.538090200000003.png,constant distraction
signals,constant interruption,reduced relaxation,negative,202212_113.8931113_22.538090200000003.png,reduced relaxation
bustle,overstimulation,inability to unwind,negative,202212_113.8931113_22.538090200000003.png,inability to unwind
intersection,lack of refuge,engagement with city life,negative,202212_113.8943005_22.776301499999995.png,engagement in city activities
traffic,stressful environment,avoidance of relaxation,negative,202212_113.8943005_22.776301499999995.png,avoidance of refuge
infrastructure,overwhelming presence,active participation,negative,202212_113.8943005_22.776301499999995.png,urban interaction
intersection,lack of escape,increased engagement,negative,202212_113.8936749_22.546827800000003.png,focus on journey
traffic,stress and obligation,heightened awareness,negative,202212_113.8936749_22.546827800000003.png,stay present
buildings,demand for presence,focus on surroundings,negative,202212_113.8936749_22.546827800000003.png,focus on surroundings
trees,not a tranquil escape,lack of mental detachment,negative,202212_113.8970715_22.5647726.png,inability to find peace
street,"functional, populated area",engagement with urban activity,neutral,202212_113.8970715_22.5647726.png,continued involvement in urban life
street,limited sense of being away,difficult to disengage,negative,202212_113.8968186_22.5829807.png,evasion of mental disengagement
traffic,busy environment,increased distraction,negative,202212_113.8968186_22.5829807.png,increased awareness of surroundings
pedestrians,active urban activity,lack of refuge,negative,202212_113.8968186_22.5829807.png,distance from tasks
traffic,not feeling 'away' from stress,remaining engaged,negative,202212_113.89762626150477_22.76805970185577.png,remain involved
construction,not feeling 'away' from stress,remaining engaged,negative,202212_113.89762626150477_22.76805970185577.png,remain involved
infrastructure,not feeling 'away' from stress,remaining engaged,negative,202212_113.89762626150477_22.76805970185577.png,remain involved
intersection,not a refuge,difficult to escape,negative,202212_113.8954994_22.5238619.png,lack of escape from responsibilities
vehicles,suggests activity,continuation of routines,negative,202212_113.8954994_22.5238619.png,remain in routine
buildings,urban environment,not conducive to relaxation,negative,202212_113.8954994_22.5238619.png,limits peacefulness
greenery,moderate sense of being away,temporary distraction,positive,202212_113.8982409_22.550873.png,take a break
buildings,not a complete escape,acknowledging urban demands,negative,202212_113.8982409_22.550873.png,commitment to daily life
traffic,brief respite,creating distraction,neutral,202212_113.8982409_22.550873.png,avoidance of stressful thoughts
street,difficulty escaping thoughts,avoidance of responsibilities,negative,202212_113.89803890000002_22.472269599999997.png,seeking refuge elsewhere
traffic,stress and distraction,inability to relax,negative,202212_113.89803890000002_22.472269599999997.png,difficulty detaching
construction,annoyance and disruption,seeking quieter spaces,negative,202212_113.89803890000002_22.472269599999997.png,escape from daily life
trees,sense of refuge,seek tranquility,positive,202212_113.89919588637308_22.514262033985645.png,seeking serenity
traffic,diminished escape,avoid stressful thoughts,negative,202212_113.89919588637308_22.514262033985645.png,facilitate mental escape
buildings,urban stress,feel overwhelmed,negative,202212_113.89919588637308_22.514262033985645.png,increased stress
construction,lack of tranquility,disengage from environment,negative,202212_113.89919588637308_22.514262033985645.png,seeking tranquility
trees,sense of being away,mental respite,positive,202212_113.89926574258234_22.584803084582735.png,pleasant break
traffic,feeling of detachment,escape from urban bustle,positive,202212_113.89926574258234_22.584803084582735.png,seek refuge from urban demands
street,lack of escape,engagement with daily demands,negative,202212_113.8993527_22.7867448.png,participation in everyday tasks
