spatial_element,psychological_perception,behavioral_motivation,relation_type,image_id,behavioral_motivation_standardized
greenery,attention-grabbing,exploration,positive,202212_113.8915262_22.7874822.png,exploration
buildings,functional urban environment,passive observation,neutral,202212_113.8915262_22.7874822.png,passive observation
traffic,bustling city life,engagement with surroundings,positive,202212_113.8915262_22.7874822.png,engagement with surroundings
signage,commonplace,disinterest,negative,202212_113.8915262_22.7874822.png,disinterest
trees,limited engagement,lack of interest,negative,202212_113.8927901_22.761324599999995.png,lack of interest
vehicles,functional monotony,distraction from surroundings,negative,202212_113.8927901_22.761324599999995.png,distract focus
buildings,urban detachment,avoidance of interaction,negative,202212_113.8927901_22.761324599999995.png,avoidance of interaction
concrete,sterile environment,disengagement,negative,202212_113.8927901_22.761324599999995.png,disengagement
traffic signals,repetitive routine,compliance with order,neutral,202212_113.8927901_22.761324599999995.png,compliance with order
barriers,limited engagement,escape boredom,negative,202212_113.89288255776624_22.794407888931023.png,avoid engagement
buildings,lack of intrigue,disinterest,negative,202212_113.89288255776624_22.794407888931023.png,disinterest
traffic,urban utility,avoidance,negative,202212_113.89288255776624_22.794407888931023.png,avoidance
advertisements,not engaging,indifference,negative,202212_113.89288255776624_22.794407888931023.png,reduced curiosity
buildings,sense of modernity,increased exploration,positive,202212_113.8930679_22.540563199999998.png,increased exploration
traffic,feeling of busyness,heightened alertness,neutral,202212_113.8930679_22.540563199999998.png,increased awareness
construction,curiosity about growth,engagement with development,positive,202212_113.8930679_22.540563199999998.png,engagement with development
infrastructure,limited engagement,withdrawal from interaction,negative,202212_113.8930679_22.540563199999998.png,avoidance of distractions
sky,low fascination,lack of engagement,negative,202212_113.8930728_22.5107957.png,lack of engagement
landscape,monotonous,disinterest,negative,202212_113.8930728_22.5107957.png,disinterest
infrastructure,lack of wonder,no exploration,negative,202212_113.8930728_22.5107957.png,avoidance of exploration
skyscrapers,interesting due to scale,exploration,positive,202212_113.8931113_22.538090200000003.png,exploration
patterns,limited fascination,disengagement,negative,202212_113.8931113_22.538090200000003.png,disengagement
environment,little sustained attention,avoidance,negative,202212_113.8931113_22.538090200000003.png,avoidance
vehicles,mildly captivating,preventing boredom,positive,202212_113.8943005_22.776301499999995.png,escape boredom
traffic,visual interest,engaging with surroundings,positive,202212_113.8943005_22.776301499999995.png,engaging with surroundings
buildings,some visual interest,exploring the area,positive,202212_113.8943005_22.776301499999995.png,exploring the area
buildings,structured urban activity,potential for boredom,negative,202212_113.8936749_22.546827800000003.png,increased likelihood of boredom
roadway,functional busy space,increased traffic flow,neutral,202212_113.8936749_22.546827800000003.png,increased traffic flow
traffic lights,orderly environment,compliance with traffic rules,positive,202212_113.8936749_22.546827800000003.png,overwhelm
trees,limited attention,routine activity,negative,202212_113.8970715_22.5647726.png,routine activity
buildings,moderate fascination,passive observation,neutral,202212_113.8970715_22.5647726.png,passive observation
roads,routine activity,commuting,neutral,202212_113.8970715_22.5647726.png,navigation through environment
vehicles,busy environment,movement through space,negative,202212_113.8970715_22.5647726.png,ease of navigation
vehicles,visual interest,attraction to the scene,positive,202212_113.8968186_22.5829807.png,attraction to the scene
shops,moderate fascination,exploration of the area,neutral,202212_113.8968186_22.5829807.png,enhance curiosity
trees,enhanced environment,seeking relaxation,positive,202212_113.8968186_22.5829807.png,provide relaxation
buildings,monotony,disengagement from the space,negative,202212_113.8968186_22.5829807.png,disengagement from the space
traffic,mundane experience,avoid boredom,negative,202212_113.89762626150477_22.76805970185577.png,avoid boredom
buildings,lack of intrigue,disengagement,negative,202212_113.89762626150477_22.76805970185577.png,disengagement
greenery,limited fascination,inattention,negative,202212_113.89762626150477_22.76805970185577.png,inattention
intersection,functional monotony,limited engagement,negative,202212_113.8954994_22.5238619.png,limited engagement
vehicles,moderate interest,transitory observation,neutral,202212_113.8954994_22.5238619.png,momentary intrigue
buildings,lack of uniqueness,minimal exploration,negative,202212_113.8954994_22.5238619.png,lower engagement
greenery,slight relief,brief enjoyment,positive,202212_113.8954994_22.5238619.png,temporary engagement
traffic lights,functional distraction,momentary focus,neutral,202212_113.8954994_22.5238619.png,temporary curiosity
trees,some visual interest,increased attention,positive,202212_113.8982409_22.550873.png,increased attention
shadows,some visual interest,increased attention,positive,202212_113.8982409_22.550873.png,increased attention
overpass,some visual interest,increased attention,positive,202212_113.8982409_22.550873.png,increased attention
buildings,repetitive nature,limited engagement,negative,202212_113.8982409_22.550873.png,limited engagement
traffic,ongoing distraction,limited engagement,negative,202212_113.8982409_22.550873.png,limited engagement
trees,visual interest,exploration,positive,202212_113.89803890000002_22.472269599999997.png,exploration
road,moderate fascination,engagement,neutral,202212_113.89803890000002_22.472269599999997.png,engagement
vehicles,detracted experience,avoidance,negative,202212_113.89803890000002_22.472269599999997.png,avoidance
construction,lack of peace,distraction,negative,202212_113.89803890000002_22.472269599999997.png,distraction
bicycles,curiosity,exploring surroundings,positive,202212_113.89919588637308_22.514262033985645.png,engagement with nature
buildings,monotony,limited engagement,negative,202212_113.89919588637308_22.514262033985645.png,limited engagement
fences,restriction,withdrawal,negative,202212_113.89919588637308_22.514262033985645.png,withdrawal
greenery,moderate fascination,visual interest,positive,202212_113.89926574258234_22.584803084582735.png,visual interest
road,limited discovery,sustained engagement,negative,202212_113.89926574258234_22.584803084582735.png,continued involvement
trees,limited discovery,sustained engagement,negative,202212_113.89926574258234_22.584803084582735.png,continued involvement
urban structures,some visual interest,engagement,neutral,202212_113.89926574258234_22.584803084582735.png,engagement
construction site,some visual interest,engagement,neutral,202212_113.89926574258234_22.584803084582735.png,engagement
vehicle,some visual interest,engagement,neutral,202212_113.89926574258234_22.584803084582735.png,engagement
buildings,sense of monotony,lack of engagement,negative,202212_113.8993527_22.7867448.png,lack of engagement
trees,limited intrigue,minimal exploration,negative,202212_113.8993527_22.7867448.png,lower engagement
traffic,feeling of movement,transitory actions,neutral,202212_113.8993527_22.7867448.png,transitory actions
sky,partly cloudy mood,indifference,negative,202212_113.8993527_22.7867448.png,reduced curiosity
greenery,pleasing aesthetic,engagement with space,positive,202212_113.8994872_22.4809686.png,engagement with space
palm,visual interest,exploration of surroundings,positive,202212_113.8994872_22.4809686.png,exploration of surroundings
buildings,urban setting,limited engagement,negative,202212_113.8994872_22.4809686.png,limited engagement
traffic,distraction,avoidance of area,negative,202212_113.8994872_22.4809686.png,avoidance of distractions
concrete,limited visual interest,difficult to engage,negative,202212_113.90004392649917_22.540017152868153.png,difficult to engage
greenery,insufficient complexity,fails to captivate,negative,202212_113.90004392649917_22.540017152868153.png,fails to captivate
trees,sense of order,engagement,positive,202212_113.9007474100415_22.77763015527308.png,engagement
buildings,lack of interest,boredom,negative,202212_113.9007474100415_22.77763015527308.png,boredom
greenery,minimal engagement,distraction,neutral,202212_113.9007474100415_22.77763015527308.png,distraction
road,not captivating,disengagement,negative,202212_113.9007474100415_22.77763015527308.png,disengagement
greenery,moderate fascination,exploration,positive,202212_113.90181678152064_22.55362767441567.png,exploration
sunlight,visual interest,engagement,positive,202212_113.90181678152064_22.55362767441567.png,engagement
traffic,lack of captivation,avoidance,negative,202212_113.90181678152064_22.55362767441567.png,avoidance
greenery,engaged attention,exploring surroundings,positive,202212_113.90203875985169_22.596490384445456.png,engagement with nature
pedestrian,sense of solitude,reflecting,positive,202212_113.90203875985169_22.596490384445456.png,reflecting
shade,comfort,lingering,positive,202212_113.90203875985169_22.596490384445456.png,pause and observe
buildings,visual complexity,observing,positive,202212_113.90203875985169_22.596490384445456.png,observing
architecture,interest and fascination,exploration of details,positive,202212_113.90390698964444_22.774286045161404.png,curiosity about architecture
greenery,calmness and relaxation,lingering in the space,positive,202212_113.90390698964444_22.774286045161404.png,extended stay
streetscape,boredom,avoidance of the area,negative,202212_113.90390698964444_22.774286045161404.png,avoidance of distractions
traffic,stress and distraction,hurrying through the space,negative,202212_113.90390698964444_22.774286045161404.png,hurrying through the space
concrete,monotony,disengagement from surroundings,negative,202212_113.90390698964444_22.774286045161404.png,failure to draw attention
traffic,moderate fascination,draw attention,positive,202212_113.90245330000002_22.580992999999996.png,notice activity
buildings,limited engagement,reduce interaction,negative,202212_113.90245330000002_22.580992999999996.png,minimal engagement
greenery,not dominant,less captivation,negative,202212_113.90245330000002_22.580992999999996.png,less captivation
intersection,busy environment,avoid lingering,negative,202212_113.9032191_22.7853983.png,hurry through the space
buildings,lack of intrigue,pass through quickly,negative,202212_113.9032191_22.7853983.png,hurry to leave
trees,minimal appeal,ignore surroundings,negative,202212_113.9032191_22.7853983.png,avoid engagement
traffic,functional focus,hurry along,negative,202212_113.9032191_22.7853983.png,hurrying past
vehicles,moderate fascination,increased observation,positive,202212_113.90481946989334_22.537548032462794.png,curiosity and observation
greenery,visual interest,enhanced relaxation,positive,202212_113.90481946989334_22.537548032462794.png,enhanced relaxation
road,limited captivation,decreased engagement,negative,202212_113.90481946989334_22.537548032462794.png,lower engagement
traffic,distraction,avoidance of the area,negative,202212_113.90481946989334_22.537548032462794.png,avoidance of distractions
buildings,moderate interest,exploration,neutral,202212_113.9047575_22.5314773.png,exploration
traffic,sense of activity,movement,neutral,202212_113.9047575_22.5314773.png,movement
greenery,prevent boredom,engagement,positive,202212_113.9047575_22.5314773.png,engagement
construction,lack of deep engagement,distraction,negative,202212_113.9047575_22.5314773.png,distraction
infrastructure,moderate fascination,observation,neutral,202212_113.9047575_22.5314773.png,observation
architecture,visual interest,engagement,positive,202212_113.904887_22.525975400000004.png,engagement
greenery,appealing environment,attraction,positive,202212_113.904887_22.525975400000004.png,encourages exploration
traffic,functional urban feel,limited attention,negative,202212_113.904887_22.525975400000004.png,lower engagement
sky,enhanced visual appeal,uplifted mood,positive,202212_113.904887_22.525975400000004.png,improved emotional state
buildings,moderate fascination,capture attention,positive,202212_113.9048747_22.5351983.png,attention capture
traffic,limited engagement,distraction,negative,202212_113.9048747_22.5351983.png,distraction
greenery,points of interest,exploration,positive,202212_113.9048747_22.5351983.png,exploration
sky,overcast mood,withdrawal,negative,202212_113.9048747_22.5351983.png,withdrawal
infrastructure,repetitive nature,boredom,negative,202212_113.9048747_22.5351983.png,boredom
vehicles,heightened engagement,exploring surroundings,positive,202212_113.90588_22.572369.png,engagement with nature
shops,visual stimulation,shopping,positive,202212_113.90588_22.572369.png,shopping
people,social interaction,mingling,positive,202212_113.90588_22.572369.png,engagement with events
vendors,curiosity,browsing,positive,202212_113.90588_22.572369.png,encourage exploration
storefronts,visual richness,admiring aesthetics,positive,202212_113.90588_22.572369.png,admiring aesthetics
greenery,visual interest,engage with details,positive,202212_113.9052629_22.544617799999997.png,engage with details
traffic,reduced fascination,limited engagement,negative,202212_113.9052629_22.544617799999997.png,limited engagement
infrastructure,visual contrast,observe surroundings,neutral,202212_113.9052629_22.544617799999997.png,observe surroundings
intersection,lack of fascination,minimal engagement,negative,202212_113.9071875_22.784018599999996.png,minimal engagement
buildings,ordinary cityscape,passive observation,neutral,202212_113.9071875_22.784018599999996.png,passive observation
traffic,sense of activity,navigating through,positive,202212_113.9071875_22.784018599999996.png,navigating through
buildings,fascination,exploration,positive,202212_113.9079124_22.4861306.png,exploration
greenery,interest,engagement,positive,202212_113.9079124_22.4861306.png,engagement
streetscape,boredom,disengagement,negative,202212_113.9079124_22.4861306.png,disengagement
traffic,frustration,avoidance,negative,202212_113.9079124_22.4861306.png,avoidance
infrastructure,functional perception,utilitarian use,neutral,202212_113.9079124_22.4861306.png,functional navigation
intersection,limited fascination,boredom,negative,202212_113.90703711639695_22.781499274355372.png,boredom
buildings,functional infrastructure,lack of engagement,negative,202212_113.90703711639695_22.781499274355372.png,lack of engagement
trees,minimal attention,disinterest,negative,202212_113.90703711639695_22.781499274355372.png,disinterest
bridge,not prominent,overlooked,negative,202212_113.90703711639695_22.781499274355372.png,overlooked
architecture,high degree of fascination,capture attention,positive,202212_113.909758_22.487155499999997.png,attention capture
building,prevent boredom,engage with surroundings,positive,202212_113.909758_22.487155499999997.png,increased awareness of environment
traffic,visual interest,explore the area,positive,202212_113.909758_22.487155499999997.png,promote outdoor engagement
pedestrians,dynamic environment,interact socially,positive,202212_113.909758_22.487155499999997.png,engagement with events
construction,low engagement,lack of attraction,negative,202212_113.9090281_22.475081299999996.png,lack of attraction
scaffolding,visual clutter,distraction,negative,202212_113.9090281_22.475081299999996.png,distraction
barriers,limited beauty,disinterest,negative,202212_113.9090281_22.475081299999996.png,disinterest
tree,moderate fascination,curiosity,positive,202212_113.9088971_22.5624485.png,curiosity
intersection,functional impression,transit,negative,202212_113.9088971_22.5624485.png,commuting
traffic,dynamic environment,engagement,neutral,202212_113.9088971_22.5624485.png,engagement
architecture,diverse interest,exploration,neutral,202212_113.9088971_22.5624485.png,exploration
trees,moderate fascination,exploration,positive,202212_113.9097868_22.4838288.png,exploration
architecture,visual interest,appreciation,positive,202212_113.9097868_22.4838288.png,appreciation
urban,lack of novelty,limited exploration,negative,202212_113.9097868_22.4838288.png,limited exploration
cars,functional environment,transit,neutral,202212_113.9097868_22.4838288.png,commuting
streetlights,functional setting,navigation,neutral,202212_113.9097868_22.4838288.png,navigation
trees,draws attention,increased engagement,positive,202212_113.9101582_22.5185216.png,increased engagement
buildings,moderately fascinating,curiosity,neutral,202212_113.9101582_22.5185216.png,curiosity
traffic,limits captivating quality,reduced exploration,negative,202212_113.9101582_22.5185216.png,reduced exploration
barriers,restrictive feeling,avoidance,negative,202212_113.9101582_22.5185216.png,avoidance
streetscape,utilitarian perception,lack of interest,negative,202212_113.9101582_22.5185216.png,lack of interest
tree,some natural interest,engagement with nature,positive,202212_113.9101226_22.5151741.png,exploration of nature
buildings,functional impression,limited attention span,negative,202212_113.9101226_22.5151741.png,difficulty focusing
traffic,sense of busyness,distraction from surroundings,negative,202212_113.9101226_22.5151741.png,distract focus
greenery,slight enchantment,momentary fascination,neutral,202212_113.9101226_22.5151741.png,momentary fascination
vehicles,heightened attention,engagement with surroundings,positive,202212_113.91085916435753_22.76927076485941.png,engagement with surroundings
buildings,monotonous experience,lack of exploration,negative,202212_113.91085916435753_22.76927076485941.png,lack of exploration
tree,visual relief,momentary pause,positive,202212_113.91085916435753_22.76927076485941.png,occasional observation
architecture,visual interest,increased engagement,positive,202212_113.9114993_22.587506.png,increased engagement
vehicles,captured attention,curiosity to explore,positive,202212_113.9114993_22.587506.png,exploration of local amenities
signage,less monotony,heightened awareness,positive,202212_113.9114993_22.587506.png,heightened awareness
trees,sense of nature,increased relaxation,positive,202212_113.9136098_22.531193499999997.png,increased relaxation
buildings,visual interest,curiosity,positive,202212_113.9136098_22.531193499999997.png,curiosity
vehicles,overwhelmed feeling,avoidance,negative,202212_113.9136098_22.531193499999997.png,avoidance
roads,limited fascination,disengagement,negative,202212_113.9136098_22.531193499999997.png,disengagement
greenery,pleasant but not engaging,lack of exploration,negative,202212_113.9112664_22.481579000000004.png,lack of exploration
flowers,visual interest,momentary appreciation,neutral,202212_113.9112664_22.481579000000004.png,fleeting enjoyment
architecture,lack of fascination,disinterest,negative,202212_113.9112664_22.481579000000004.png,disinterest
paving,minimal engagement,passing through,negative,202212_113.9112664_22.481579000000004.png,transit through space
kiosk,functional presence,seeking security,neutral,202212_113.9112664_22.481579000000004.png,seeking security
trees,some natural visual interest,engagement with nature,positive,202212_113.913214_22.49994269999999.png,exploration of nature
buildings,structured regularity,limited exploration,negative,202212_113.913214_22.49994269999999.png,limited exploration
vehicles,urban life presence,transitory observation,neutral,202212_113.913214_22.49994269999999.png,momentary intrigue
traffic,some visual interest,preventing boredom,positive,202212_113.9141295_22.584776300000005.png,escape boredom
buildings,limited captivating qualities,lack of strong fascination,negative,202212_113.9141295_22.584776300000005.png,lack of strong fascination
signs,functional atmosphere,standard city experience,neutral,202212_113.9141295_22.584776300000005.png,standard city experience
vehicles,some attention,engagement with environment,positive,202212_113.9141295_22.584776300000005.png,engagement with environment
pedestrian,preventing complete boredom,maintaining interest,positive,202212_113.9141295_22.584776300000005.png,maintaining interest
trees,limited engagement,passive observation,negative,202212_113.91433130000001_22.5436095.png,passive observation
road,functional monotony,navigating through,negative,202212_113.91433130000001_22.5436095.png,navigating through
vehicles,busy environment,hurrying along,neutral,202212_113.91433130000001_22.5436095.png,hurrying along
buildings,lack of interest,ignoring surroundings,negative,202212_113.91433130000001_22.5436095.png,avoidance of observation
streets,moderate fascination,holds attention,positive,202212_113.9144565_22.508373499999998.png,sustained focus
vehicles,visual interest,prevents boredom,positive,202212_113.9144565_22.508373499999998.png,enhances understanding
buildings,dynamic visual landscape,engages observation,positive,202212_113.9144565_22.508373499999998.png,engages observation
greenery,some fascination,encourages exploration,positive,202212_113.9144565_22.508373499999998.png,encourages exploration
signs,added interest,promotes curiosity,positive,202212_113.9144565_22.508373499999998.png,promotes curiosity
construction,dynamic atmosphere,invites attention,positive,202212_113.9144565_22.508373499999998.png,invites attention
trees,visually engaging environment,increased attention,positive,202212_113.9154625_22.5104906.png,increased attention
vehicles,dynamic atmosphere,encouragement to explore,positive,202212_113.9154625_22.5104906.png,exploration of the area
sky,uplifted mood,enhanced relaxation,positive,202212_113.9154625_22.5104906.png,enhanced relaxation
architecture,curiosity,engagement with surroundings,positive,202212_113.9154625_22.5104906.png,engagement with surroundings
construction,interest,observation of progress,positive,202212_113.9154625_22.5104906.png,exploring movement
signs,awareness,navigation,positive,202212_113.9154625_22.5104906.png,navigation
street,functional urban life,lack of engagement,negative,202212_113.9148524_22.517607299999998.png,lack of engagement
shops,sustained attention,distraction,negative,202212_113.9148524_22.517607299999998.png,distraction
signage,visual overload,indifference,negative,202212_113.9148524_22.517607299999998.png,reduced curiosity
architecture,moderate fascination,engagement with surroundings,positive,202212_113.9167425_22.5385963.png,engagement with surroundings
greenery,captured attention,exploration of space,positive,202212_113.9167425_22.5385963.png,exploration of space
facade,visual interest,appreciation of design,positive,202212_113.9167425_22.5385963.png,admiration
flags,engagement,interaction with decor,positive,202212_113.9167425_22.5385963.png,interaction with decor
architecture,moderate fascination,visual observation,neutral,202212_113.9169587_22.503296799999998.png,visual observation
traffic,limited engagement,avoid deeper interaction,negative,202212_113.9169587_22.503296799999998.png,limited relaxation
pedestrians,active environment,social interaction,positive,202212_113.9169587_22.503296799999998.png,social interaction
buildings,visual diversity,exploration,positive,202212_113.9169587_22.503296799999998.png,exploration
buildings,moderate fascination,engagement with surroundings,neutral,202212_113.9172702_22.5816745.png,engagement with surroundings
traffic,busy atmosphere,caution in movement,negative,202212_113.9172702_22.5816745.png,promote carefulness
elements,lack of awe,disinterest,negative,202212_113.9172702_22.5816745.png,disinterest
greenery,limited engagement,lack of sustained attention,negative,202212_113.9175375_22.5687916.png,reduced engagement
buildings,diminished interest,functional use,negative,202212_113.9175375_22.5687916.png,practical engagement
roads,functional atmosphere,transit focus,neutral,202212_113.9175375_22.5687916.png,navigation behavior
traffic,overwhelmed senses,avoidance of engagement,negative,202212_113.9175375_22.5687916.png,disconnection from nature
vendors,sense of intrigue,increased attention,positive,202212_113.9169837_22.524702500000004.png,increased attention
trees,engaging scene,exploration,positive,202212_113.9169837_22.524702500000004.png,exploration
vehicles,lively atmosphere,social interaction,positive,202212_113.9169837_22.524702500000004.png,social interaction
architecture,visual interest,curiosity,positive,202212_113.9169837_22.524702500000004.png,curiosity
pedestrians,dynamic environment,engagement with surroundings,positive,202212_113.9169837_22.524702500000004.png,engagement with surroundings
buildings,lack of fascination,reduced engagement,negative,202212_113.9185767_22.7716986.png,reduced engagement
traffic,overwhelmed attention,avoidance of exploration,negative,202212_113.9185767_22.7716986.png,reduced curiosity
greenery,some visual interest,limited interaction,neutral,202212_113.9185767_22.7716986.png,decreased interaction
trees,preventing boredom,increased engagement,positive,202212_113.9181364_22.5882418.png,increased engagement
buildings,moderate fascination,limited exploration,neutral,202212_113.9181364_22.5882418.png,limited exploration
traffic,visual interest,curiosity,positive,202212_113.9181364_22.5882418.png,curiosity
infrastructure,limiting captivation,reduced engagement,negative,202212_113.9181364_22.5882418.png,reduced engagement
sky,cloudy ambiance,diminished appeal,negative,202212_113.9181364_22.5882418.png,diminished appeal
architecture,sense of fascination,exploring the area,positive,202212_113.91857970000001_22.56204509999999.png,exploring the area
greenery,visual interest,enjoying the scenery,positive,202212_113.91857970000001_22.56204509999999.png,enjoying the scenery
traffic,distracted attention,avoiding the area,negative,202212_113.91857970000001_22.56204509999999.png,disengage
road,functional limitation,rushing through,negative,202212_113.91857970000001_22.56204509999999.png,navigation behavior
vehicles,chaotic feeling,avoidance of space,negative,202212_113.918782_22.507989899999995.png,avoidance of exploration
buildings,overwhelmed state,disengagement from surroundings,negative,202212_113.918782_22.507989899999995.png,failure to draw attention
greenery,brief attention capture,momentary distraction,neutral,202212_113.918782_22.507989899999995.png,momentary distraction
traffic,stressful environment,desire to leave,negative,202212_113.918782_22.507989899999995.png,withdrawal from focus
infrastructure,overstimulation,reduced focus,negative,202212_113.918782_22.507989899999995.png,lack of stimulation
architecture,visual interest,increased attention,positive,202212_113.9191287_22.543243499999996.png,increased attention
vehicles,curiosity,exploration,positive,202212_113.9191287_22.543243499999996.png,exploration
construction,intrigue,engagement,positive,202212_113.9191287_22.543243499999996.png,engagement
sunlight,depth,appreciation,positive,202212_113.9191287_22.543243499999996.png,appreciation
structures,utilitarian feel,disengagement,negative,202212_113.9191287_22.543243499999996.png,disengagement
buildings,moderate distraction,increased alertness,negative,202212_113.9195267_22.530506399999997.png,increased awareness
trees,slight fascination,momentary relaxation,positive,202212_113.9195267_22.530506399999997.png,reduced engagement
traffic,overstimulation,avoidance behavior,negative,202212_113.9195267_22.530506399999997.png,avoidance of distractions
advertisements,visual clutter,distraction,negative,202212_113.9195267_22.530506399999997.png,distraction
buildings,draws attention,exploring the area,positive,202212_113.9191967_22.505651799999995.png,exploring the area
overpass,sense of monotony,avoiding the space,negative,202212_113.9191967_22.505651799999995.png,avoiding the space
trees,provides visual interest,lingering in the area,positive,202212_113.9191967_22.505651799999995.png,momentary relaxation
infrastructure,more prominent presence,feeling overwhelmed,negative,202212_113.9191967_22.505651799999995.png,avoidance of area
buildings,limited fascination,reduced exploration,negative,202212_113.9200199_22.4932087.png,reduced exploration
traffic,overwhelmed senses,avoidance of crowded areas,negative,202212_113.9200199_22.4932087.png,break from monotony
trees,momentary interest,brief engagement,neutral,202212_113.9200199_22.4932087.png,occasional engagement
market,captured attention,increased curiosity,positive,202212_113.9200199_22.4932087.png,increased curiosity
sky,dreary mood,desire to leave,negative,202212_113.9200199_22.4932087.png,withdrawal from focus
intersections,repetitive monotony,lack of exploration,negative,202212_113.9200199_22.4932087.png,lack of exploration
trees,somewhat captivating,increased interest,positive,202212_113.919858_22.502453599999996.png,desire for exploration
barriers,detracts from interest,decreased engagement,negative,202212_113.919858_22.502453599999996.png,lower engagement
machinery,hard to be fascinated,reduced exploration,negative,202212_113.919858_22.502453599999996.png,reduced exploration
infrastructure,detracts from visual interest,limited attention,negative,202212_113.919858_22.502453599999996.png,lower engagement
trees,some variety,not bored,positive,202212_113.919993_22.5354385.png,not bored
buildings,visual interest,engagement,neutral,202212_113.919993_22.5354385.png,engagement
traffic,typical busy city,no strong attention,negative,202212_113.919993_22.5354385.png,no strong attention
trees,limited attention,boredom,negative,202212_113.9207442_22.585634100000004.png,boredom
hills,limited attention,boredom,negative,202212_113.9207442_22.585634100000004.png,boredom
road,lack of interest,avoidance,negative,202212_113.9207442_22.585634100000004.png,avoidance
vehicles,lack of interest,avoidance,negative,202212_113.9207442_22.585634100000004.png,avoidance
infrastructure,lack of interest,avoidance,negative,202212_113.9207442_22.585634100000004.png,avoidance
signs,lack of interest,avoidance,negative,202212_113.9207442_22.585634100000004.png,avoidance
trees,visual interest,exploration,positive,202212_113.9219362_22.502629899999995.png,exploration
buildings,boredom,disengagement,negative,202212_113.9219362_22.502629899999995.png,disengagement
traffic,overwhelm,avoidance,negative,202212_113.9219362_22.502629899999995.png,avoidance
pedestrian crossings,safety,crossing,positive,202212_113.9219362_22.502629899999995.png,transit activity
urban infrastructure,monotony,indifference,negative,202212_113.9219362_22.502629899999995.png,reduced curiosity
buildings,sense of constant engagement,reducing boredom,positive,202212_113.9220025_22.517857700000004.png,boredom likely
traffic,sense of constant engagement,reducing boredom,positive,202212_113.9220025_22.517857700000004.png,boredom likely
billboards,sense of constant engagement,reducing boredom,positive,202212_113.9220025_22.517857700000004.png,boredom likely
traffic,diminished wonder,reduced attention span,negative,202212_113.9199595_22.5193042.png,reduced engagement
signage,mild fascination,curiosity to explore,positive,202212_113.9199595_22.5193042.png,exploration of local amenities
pathways,organized interest,navigation,positive,202212_113.9199595_22.5193042.png,navigation
construction,distraction,avoidance,negative,202212_113.9199595_22.5193042.png,avoidance
architecture,engaged curiosity,exploring surroundings,positive,202212_113.9224188_22.538887600000006.png,engagement with nature
trees,sense of calm,relaxing in nature,positive,202212_113.9224188_22.538887600000006.png,promote calmness
activity,vibrant energy,social interaction,positive,202212_113.9224188_22.538887600000006.png,social interaction
traffic,dynamic atmosphere,observing movement,neutral,202212_113.9224188_22.538887600000006.png,exploration of variety
storefront,visual interest,shopping or browsing,positive,202212_113.9224188_22.538887600000006.png,engagement with city life
park,refreshing escape,taking a break,positive,202212_113.9224188_22.538887600000006.png,waiting
trees,limited fascination,lack of prolonged interest,negative,202212_113.92298935213402_22.551725246566924.png,lack of prolonged interest
intersection,busy atmosphere,distraction from surroundings,negative,202212_113.92298935213402_22.551725246566924.png,distract focus
buildings,functional impression,minimal engagement,negative,202212_113.92298935213402_22.551725246566924.png,minimal engagement
traffic,repetitive nature,desire to leave,negative,202212_113.92298935213402_22.551725246566924.png,withdrawal from focus
trees,engagement,exploring the area,positive,202212_113.9232015_22.533973500000002.png,exploring the area
pathways,interest,walking,positive,202212_113.9232015_22.533973500000002.png,encourage movement
infrastructure,curiosity,observing surroundings,positive,202212_113.9232015_22.533973500000002.png,observing details
foliage,aesthetic pleasure,taking photographs,positive,202212_113.9232015_22.533973500000002.png,capturing images
greenery,visual interest,exploration,positive,202212_113.92403650000001_22.7635856.png,exploration
asphalt,moderate fascination,disengagement,negative,202212_113.92403650000001_22.7635856.png,disengagement
crossings,safety,walking,positive,202212_113.92403650000001_22.7635856.png,encourage movement
layout,organization,navigation,positive,202212_113.92403650000001_22.7635856.png,navigation
architecture,moderate fascination,engagement with surroundings,positive,202212_113.9235709_22.507961199999997.png,engagement with surroundings
infrastructure,visual interest,attention to movement,positive,202212_113.9235709_22.507961199999997.png,passive observation
greenery,dynamic scene,exploration of space,positive,202212_113.9235709_22.507961199999997.png,exploration of space
vehicles,activity,observation of interactions,positive,202212_113.9235709_22.507961199999997.png,observation of interactions
pedestrians,liveliness,social interaction,positive,202212_113.9235709_22.507961199999997.png,social interaction
street,sense of fascination,engagement with surroundings,positive,202212_113.9238439_22.4897914.png,engagement with surroundings
buildings,visual interest,exploration of space,positive,202212_113.9238439_22.4897914.png,exploration of space
trees,enhanced attention,increased interaction,positive,202212_113.9238439_22.4897914.png,engaging with community
vehicles,dynamic environment,movement through space,positive,202212_113.9238439_22.4897914.png,ease of navigation
signage,information processing,navigation,positive,202212_113.9238439_22.4897914.png,navigation
pedestrian,social connection,interaction with others,positive,202212_113.9238439_22.4897914.png,participation in social life
storefronts,engaged curiosity,exploring the area,positive,202212_113.9242124_22.519510999999998.png,exploring the area
buildings,aesthetic appreciation,taking photographs,positive,202212_113.9242124_22.519510999999998.png,capturing images
vehicles,dynamic excitement,increased movement,positive,202212_113.9242124_22.519510999999998.png,encourage walking
signage,information overload,navigating carefully,neutral,202212_113.9242124_22.519510999999998.png,navigating carefully
traffic,heightened alertness,crossing streets cautiously,neutral,202212_113.9242124_22.519510999999998.png,crossing streets cautiously
buildings,moderate visual interest,engagement,positive,202212_113.9239898_22.504820799999997.png,engagement
